MARGINALPDBCPT;
2021;06;02;1;89.66;89.66;
2021;06;02;2;87;87;
2021;06;02;3;85;85;
2021;06;02;4;85;85;
2021;06;02;5;84.17;84.17;
2021;06;02;6;85.02;85.02;
2021;06;02;7;88.57;88.57;
2021;06;02;8;91.14;91.14;
2021;06;02;9;92.76;92.76;
2021;06;02;10;90.07;90.07;
2021;06;02;11;88.57;88.57;
2021;06;02;12;85.21;85.21;
2021;06;02;13;84.1;84.1;
2021;06;02;14;83.51;83.51;
2021;06;02;15;80;80;
2021;06;02;16;78.01;78.01;
2021;06;02;17;74.36;74.36;
2021;06;02;18;78.5;78.5;
2021;06;02;19;79.18;79.18;
2021;06;02;20;83.34;83.34;
2021;06;02;21;84.17;84.17;
2021;06;02;22;89.03;89.03;
2021;06;02;23;86.7;86.7;
2021;06;02;24;83.22;83.22;
*
