MARGINALPDBCPT;
2021;06;10;1;82.95;82.95;
2021;06;10;2;78;78;
2021;06;10;3;75;75;
2021;06;10;4;75;75;
2021;06;10;5;73.58;73.58;
2021;06;10;6;81;81;
2021;06;10;7;83.25;83.25;
2021;06;10;8;89.27;89.27;
2021;06;10;9;90.17;92.5;
2021;06;10;10;84.59;84.59;
2021;06;10;11;83.99;83.99;
2021;06;10;12;84.19;84.19;
2021;06;10;13;84.34;84.34;
2021;06;10;14;84.34;84.34;
2021;06;10;15;83.68;83.68;
2021;06;10;16;80.91;80.91;
2021;06;10;17;78.22;78.22;
2021;06;10;18;81.7;81.7;
2021;06;10;19;85.74;85.74;
2021;06;10;20;89.62;89.62;
2021;06;10;21;89.18;89.18;
2021;06;10;22;89.18;89.18;
2021;06;10;23;87.25;87.25;
2021;06;10;24;82.59;82.59;
*
