MARGINALPDBCPT;
2021;05;04;1;84.51;84.51;
2021;05;04;2;83.63;83.63;
2021;05;04;3;83.29;83.29;
2021;05;04;4;83.35;83.35;
2021;05;04;5;82.83;82.83;
2021;05;04;6;83.63;83.63;
2021;05;04;7;85;85;
2021;05;04;8;86.92;86.92;
2021;05;04;9;89.05;89.05;
2021;05;04;10;84.9;84.9;
2021;05;04;11;83.39;83.39;
2021;05;04;12;82.83;82.83;
2021;05;04;13;82;82;
2021;05;04;14;81.04;81.04;
2021;05;04;15;79;79;
2021;05;04;16;71.88;71.88;
2021;05;04;17;70.07;70.07;
2021;05;04;18;69.55;69.55;
2021;05;04;19;70.83;70.83;
2021;05;04;20;80.3;80.3;
2021;05;04;21;83.53;83.53;
2021;05;04;22;84.9;84.9;
2021;05;04;23;83.01;83.01;
2021;05;04;24;81.04;81.04;
*
