MARGINALPDBCPT;
2021;06;07;1;76.75;76.75;
2021;06;07;2;66.38;66.38;
2021;06;07;3;65.86;65.86;
2021;06;07;4;65.86;65.86;
2021;06;07;5;66.1;66.1;
2021;06;07;6;76.44;76.44;
2021;06;07;7;81.01;81.01;
2021;06;07;8;85.94;85.94;
2021;06;07;9;90;90;
2021;06;07;10;86;86;
2021;06;07;11;82.55;82.55;
2021;06;07;12;81;81;
2021;06;07;13;80;80;
2021;06;07;14;79.75;79.75;
2021;06;07;15;78.51;78.51;
2021;06;07;16;76.97;76.97;
2021;06;07;17;77.25;77.25;
2021;06;07;18;79.55;79.55;
2021;06;07;19;83.18;83.18;
2021;06;07;20;88;88;
2021;06;07;21;89.95;89.95;
2021;06;07;22;87.24;87.24;
2021;06;07;23;85.74;85.74;
2021;06;07;24;82.55;82.55;
*
