MARGINALPDBCPT;
2021;05;16;1;42.38;42.38;
2021;05;16;2;38.6;38.6;
2021;05;16;3;36.73;36.73;
2021;05;16;4;22.09;22.09;
2021;05;16;5;21.9;21.9;
2021;05;16;6;21.8;21.8;
2021;05;16;7;22.08;22.08;
2021;05;16;8;25.25;25.25;
2021;05;16;9;31.39;31.39;
2021;05;16;10;22.1;22.1;
2021;05;16;11;18.95;18.95;
2021;05;16;12;11.01;11.01;
2021;05;16;13;10;10;
2021;05;16;14;7.45;7.45;
2021;05;16;15;1.95;1.95;
2021;05;16;16;1;1;
2021;05;16;17;1.95;1.95;
2021;05;16;18;1.95;1.95;
2021;05;16;19;5;5;
2021;05;16;20;36;36;
2021;05;16;21;53.44;53.44;
2021;05;16;22;70.99;70.99;
2021;05;16;23;70.53;70.53;
2021;05;16;24;65.05;65.05;
*
