MARGINALPDBCPT;
2021;05;01;1;69.29;69.29;
2021;05;01;2;64.6;64.6;
2021;05;01;3;61.08;61.08;
2021;05;01;4;59.93;59.93;
2021;05;01;5;59.9;59.9;
2021;05;01;6;58;58;
2021;05;01;7;56.86;56.86;
2021;05;01;8;56.55;56.55;
2021;05;01;9;57.38;57.38;
2021;05;01;10;56.21;56.21;
2021;05;01;11;54.7;54.7;
2021;05;01;12;53.39;53.39;
2021;05;01;13;53.13;53.13;
2021;05;01;14;51.4;51.4;
2021;05;01;15;49.59;49.59;
2021;05;01;16;45.53;45.53;
2021;05;01;17;48.98;48.98;
2021;05;01;18;50.47;50.47;
2021;05;01;19;54.4;54.4;
2021;05;01;20;61.01;61.01;
2021;05;01;21;68.69;68.69;
2021;05;01;22;81.06;81.06;
2021;05;01;23;81.52;81.52;
2021;05;01;24;71.01;71.01;
*
