MARGINALPDBCPT;
2021;04;19;1;81.57;81.57;
2021;04;19;2;80.18;80.18;
2021;04;19;3;76.57;76.57;
2021;04;19;4;72.07;72.07;
2021;04;19;5;69.07;69.07;
2021;04;19;6;70.36;70.36;
2021;04;19;7;84.9;84.9;
2021;04;19;8;85;85;
2021;04;19;9;87.5;87.5;
2021;04;19;10;86.01;86.01;
2021;04;19;11;84.51;84.51;
2021;04;19;12;83.51;83.51;
2021;04;19;13;80.72;80.72;
2021;04;19;14;78.04;78.04;
2021;04;19;15;74;74;
2021;04;19;16;69.07;69.07;
2021;04;19;17;65.16;65.16;
2021;04;19;18;70.02;70.02;
2021;04;19;19;79.05;79.05;
2021;04;19;20;81.57;81.57;
2021;04;19;21;85.59;85.59;
2021;04;19;22;87.5;89.5;
2021;04;19;23;82.31;82.31;
2021;04;19;24;80.32;80.32;
*
