MARGINALPDBCPT;
2021;05;12;1;62.26;62.26;
2021;05;12;2;58.2;58.2;
2021;05;12;3;56.31;56.31;
2021;05;12;4;54.81;54.81;
2021;05;12;5;55.01;55.01;
2021;05;12;6;58.84;58.84;
2021;05;12;7;66.75;66.75;
2021;05;12;8;71.4;71.4;
2021;05;12;9;73.5;73.5;
2021;05;12;10;71.51;71.51;
2021;05;12;11;67;67;
2021;05;12;12;51.1;51.1;
2021;05;12;13;45;45;
2021;05;12;14;45;45;
2021;05;12;15;30;30;
2021;05;12;16;21.48;18;
2021;05;12;17;21.48;5;
2021;05;12;18;22.22;6;
2021;05;12;19;41;41;
2021;05;12;20;45;45;
2021;05;12;21;72.75;72.75;
2021;05;12;22;78.08;78.08;
2021;05;12;23;74.51;74.51;
2021;05;12;24;66.01;66.01;
*
