MARGINALPDBCPT;
2021;04;15;1;65.84;65.84;
2021;04;15;2;62.97;62.97;
2021;04;15;3;60.98;60.98;
2021;04;15;4;59.71;59.71;
2021;04;15;5;61.16;61.16;
2021;04;15;6;61.16;61.16;
2021;04;15;7;64.47;64.47;
2021;04;15;8;72.97;72.97;
2021;04;15;9;73.08;78;
2021;04;15;10;76.79;76.79;
2021;04;15;11;76.74;76.74;
2021;04;15;12;75.16;75.16;
2021;04;15;13;70.67;70.67;
2021;04;15;14;69;69;
2021;04;15;15;63.72;63.72;
2021;04;15;16;60.55;60.55;
2021;04;15;17;59.18;59.18;
2021;04;15;18;61.18;61.18;
2021;04;15;19;70.14;70.14;
2021;04;15;20;72.02;72.02;
2021;04;15;21;76.45;76.45;
2021;04;15;22;78;78;
2021;04;15;23;72;72;
2021;04;15;24;67.58;67.58;
*
