MARGINALPDBCPT;
2021;05;10;1;45.06;45.06;
2021;05;10;2;42.11;42.11;
2021;05;10;3;40;40;
2021;05;10;4;35.8;35.8;
2021;05;10;5;38.29;38.29;
2021;05;10;6;40.7;40.7;
2021;05;10;7;61.36;61.36;
2021;05;10;8;69.99;69.99;
2021;05;10;9;74.07;74.07;
2021;05;10;10;68.57;68.57;
2021;05;10;11;63.5;63.5;
2021;05;10;12;63.28;63.28;
2021;05;10;13;62.18;62.18;
2021;05;10;14;59.83;59.83;
2021;05;10;15;47.53;47.53;
2021;05;10;16;53.25;53.25;
2021;05;10;17;57.63;57.63;
2021;05;10;18;63.65;63.65;
2021;05;10;19;64.13;64.13;
2021;05;10;20;67.01;67.01;
2021;05;10;21;75.75;75.75;
2021;05;10;22;83.16;83.16;
2021;05;10;23;77.5;77.5;
2021;05;10;24;68;68;
*
