MARGINALPDBCPT;
2021;04;22;1;73.31;73.31;
2021;04;22;2;69.07;69.07;
2021;04;22;3;68.07;68.07;
2021;04;22;4;69;69;
2021;04;22;5;67.26;67.26;
2021;04;22;6;67.26;67.26;
2021;04;22;7;74;74;
2021;04;22;8;82.57;82.57;
2021;04;22;9;85;85;
2021;04;22;10;83.09;83.09;
2021;04;22;11;80.18;80.18;
2021;04;22;12;75.97;75.97;
2021;04;22;13;72.07;72.07;
2021;04;22;14;71.05;71.05;
2021;04;22;15;67.26;67.26;
2021;04;22;16;65.16;65.16;
2021;04;22;17;66.01;66.01;
2021;04;22;18;66.36;66.36;
2021;04;22;19;69.65;69.65;
2021;04;22;20;79.6;79.6;
2021;04;22;21;84.42;84.42;
2021;04;22;22;85.93;85.93;
2021;04;22;23;83.03;83.03;
2021;04;22;24;80.62;80.62;
*
