MARGINALPDBCPT;
2021;04;13;1;76.48;76.48;
2021;04;13;2;72.07;72.07;
2021;04;13;3;69.14;69.14;
2021;04;13;4;68.99;68.99;
2021;04;13;5;66;66;
2021;04;13;6;71.73;71.73;
2021;04;13;7;77.18;77.18;
2021;04;13;8;80.52;80.52;
2021;04;13;9;80.57;87.83;
2021;04;13;10;84.44;86;
2021;04;13;11;80.85;80.85;
2021;04;13;12;74.43;78.51;
2021;04;13;13;74.5;78;
2021;04;13;14;72;72;
2021;04;13;15;66;66;
2021;04;13;16;62.36;62.36;
2021;04;13;17;62.36;62.36;
2021;04;13;18;65.97;65.97;
2021;04;13;19;74.32;74.32;
2021;04;13;20;80.85;80.85;
2021;04;13;21;88.32;88.32;
2021;04;13;22;86.72;86.72;
2021;04;13;23;80.76;80.76;
2021;04;13;24;78.98;78.98;
*
