MARGINALPDBCPT;
2021;04;23;1;82.23;82.23;
2021;04;23;2;80.62;80.62;
2021;04;23;3;70.07;70.07;
2021;04;23;4;66.57;66.57;
2021;04;23;5;59.72;59.72;
2021;04;23;6;67;67;
2021;04;23;7;77;77;
2021;04;23;8;83.73;83.73;
2021;04;23;9;83.16;83.16;
2021;04;23;10;78.01;78.01;
2021;04;23;11;68.56;68.56;
2021;04;23;12;65.16;65.16;
2021;04;23;13;60;60;
2021;04;23;14;54.6;54.6;
2021;04;23;15;54.22;54.22;
2021;04;23;16;52.03;52.03;
2021;04;23;17;51.24;51.24;
2021;04;23;18;53.45;53.45;
2021;04;23;19;64;64;
2021;04;23;20;78.02;78.02;
2021;04;23;21;81.02;81.02;
2021;04;23;22;78.33;78.33;
2021;04;23;23;70.9;70.9;
2021;04;23;24;65.69;65.69;
*
