MARGINALPDBCPT;
2021;05;23;1;74;74;
2021;05;23;2;62.3;62.3;
2021;05;23;3;60.7;60.7;
2021;05;23;4;60.7;60.7;
2021;05;23;5;63.87;63.87;
2021;05;23;6;66.1;66.1;
2021;05;23;7;70.36;70.36;
2021;05;23;8;71.01;71.01;
2021;05;23;9;72.75;72.75;
2021;05;23;10;75;75;
2021;05;23;11;76.68;76.68;
2021;05;23;12;79;79;
2021;05;23;13;78.46;78.46;
2021;05;23;14;78.46;78.46;
2021;05;23;15;69.35;69.35;
2021;05;23;16;57.08;57.08;
2021;05;23;17;53.95;53.95;
2021;05;23;18;53.85;53.85;
2021;05;23;19;54;54;
2021;05;23;20;58;58;
2021;05;23;21;74.9;74.9;
2021;05;23;22;79.48;79.48;
2021;05;23;23;80;80;
2021;05;23;24;78.03;78.03;
*
