MARGINALPDBCPT;
2021;05;22;1;67.21;67.21;
2021;05;22;2;63.87;63.87;
2021;05;22;3;63.87;63.87;
2021;05;22;4;65;65;
2021;05;22;5;66;66;
2021;05;22;6;68.1;68.1;
2021;05;22;7;75;75;
2021;05;22;8;76.68;76.68;
2021;05;22;9;77.38;77.38;
2021;05;22;10;75.51;75.51;
2021;05;22;11;72.02;72.02;
2021;05;22;12;69;69;
2021;05;22;13;65.05;65.05;
2021;05;22;14;60.14;60.14;
2021;05;22;15;53.64;53.64;
2021;05;22;16;50.55;50.55;
2021;05;22;17;47.5;47.5;
2021;05;22;18;49.6;49.6;
2021;05;22;19;50.85;50.85;
2021;05;22;20;60.02;60.02;
2021;05;22;21;76.68;76.68;
2021;05;22;22;80.43;80.43;
2021;05;22;23;80.43;80.43;
2021;05;22;24;79.24;79.24;
*
